,sentence,emotion
7066,He's killing me .,4
7067,"Let's put this on your wrist. What is that ? Okay, this is a digital heart monitor.",4
7068,You're supposed to say something .,4
7069,It's all been like a crazy nightmare .,4
7070,He was afraid of losing his job .,4
7071,"For God's sake, say something.",4
7072,How do I plead ?,4
7073,And then tolerance fades and faith turns to anger .,4
7074,A cop having a nervous breakdown might have shot two drug dealers . They might have .,4
7075,"My grandma's really sick ,",4
7076,"This girl appears out of nowhere now she's talking to this guy. That's a little convenient, don't you think?",4
7077,[PERSON] would not like it .,4
7078,So are you going to fight your way through all the gangsters?,4
7079,There's nothing we can do about it .,4
7080,But they're all dead .,4
7081,Tears ain't gonna help you now !,4
7082,What's up ? What happened ?,4
7083,It will get me in much trouble .  ,4
7084,How can you want me now that I'm like this?,4
7085,"As bad as it was having her missing , it was so traumatizing to hear these words coming from your - year - old child .",4
7086,Don't push . - What's wrong ?,4
7087,Can you make it?,4
7088,Get out while we're still ahead and alive .,4
7089,"Embarrassing , Your Majesty ?",4
7090,They're watching us .,4
7091,I just wan na go home .,4
7092,Is he gonna be okay ?,4
7093,I'm his prey .,4
7094,"Call me , okay ?",4
7095,"Since he escaped , residents of the bordering states have been afraid to leave their home .",4
7096,The problem is that they already have a reconciliation.,4
7097,"God keep us , keep us all .",4
7098,Lightning can kill you .,4
7099,How are you going to stop them ?,4
7100,Trouble .,4
7101,My stools were a little loose .,4
7102,"Wait ... wait - wait ,",4
7103,"Yes . - Well , this is an emergency !",4
7104,They have [PERSON]'s kid .,4
7105,gonna die !,4
7106,The Feds found the lake house !,4
7107,I don't think we can hold out that long before they find her .,4
7108,It's something I couldn't discuss with anyone .,4
7109,I've never danced in public before.,4
7110,"Captain , we're in serious trouble .",4
7111,You have to stay indoors to avoid them .,4
7112,"Do you know , for a second you had me worried ?",4
7113,"That's all I need , five more minutes .",4
7114,How about the gardener ? This evidence might convict me in court .,4
7115,The director is not the problem . It's the insurance company . They won't cover you if you do drugs .,4
7116,Fixed.,4
7117,Tell everybody what I think about them ?,4
7118,We are all going to die.,4
7119,"They would be bugging your phone , surveilling you hours a day , and they wouldn't have tipped you by sending [PERSON] . I -",4
7120,You make me feel uncomfortable .,4
7121,I think sister [PERSON] would be much better at it than me .,4
7122,"When I think of it , I'm afraid .",4
7123,What did you do ?,4
7124,Get them out!,4
7125,Another dead end .,4
7126,Are you sitting down ?,4
7127,It also does not support me.,4
7128,Don't open that .,4
7129,"Boy, that old character must be a kook.",4
7130,Hawkins !,4
7131,I'd like to know why I'm being shot .,4
7132,The entire crew is... either dead or... or seriously injured.,4
7133,He who wears the ring ... ♪ Help !,4
7134,"Anyway , um , I might need some help translating that .",4
7135,I'm in a strange man surrounded by strangers in a strange room !,4
7136,How do I undo the spell ?,4
7137,I didn't want to kill him.,4
7138,But there's something you may not know about us .,4
7139,"From any of those islands , he could launch a strike against [LOCATION] - [PERSON] .",4
7140,Don't you guys think that'll do it ?,4
7141,Don't let me go down .,4
7142,You are hopelessly outnumbered,4
7143,We are so late already .,4
7144,"King [PERSON] says I don't just have to kill you,",4
7145,The cellar is the only safe place .,4
7146,My husband will kill me when he finds out.,4
7147,You're gonna be on Syrian and Israeli radar the moment you take off .,4
7148,I just feel like if I don't do what you want you're gonna leave me .,4
7149,"I heard he was connected with the government during the war , a spy .",4
7150,I was shot badly.,4
7151,Go get them and get them quick !,4
7152,"Mom , you must have had a bad dream , that's all .",4
7153,do you follow me?,4
7154,I was threatened .,4
7155,"Stick your nose back in this county , and you'll never see daylight again .",4
7156,"You've got me worried , dear .",4
7157,Do you think he is,4
7158,"Now, because I screwed up, I read in that book, one bad time, evil found me.",4
7159,"This girl had an accident, [PERSON].",4
7160,"Yes , well , I don't know anything about it .",4
7161,"These guys , they don't do it for money . - What ? - They don't do it for money .",4
7162,But I haven't been in danger yet.,4
7163,"Oh shit, he's here.",4
7164,"It'll probably kill me , too .",4
7165,"Miss [PERSON] , before anything else happens ,",4
7166,You're too young for a heart attack.,4
7167,"They'll get me tonight , for sure .",4
7168,It looks like a life sentence .,4
7169,is it OK ?,4
7170,"So me and my partner bolt up the stairs , somebody is screaming bloody murder ...",4
7171,We've lost you .,4
7172,Why aren't they firing ?,4
7173,Hit the brakes !,4
7174,I can not believe it .,4
7175,"Meanwhile , you are compromising the bank 's security .",4
7176,"If we keep our stern to the wind , we'll roll over .",4
7177,"If you succumb to blackmail from this man, you will become a laughing stock!",4
7178,Are you trying to kill me?,4
7179,Is anybody hurt ?,4
7180,I only hope it isn't too high for you here .,4
7181,"Darling , he'll never be able to support you .",4
7182,She can't leave the kidney machine too long.,4
7183,"If so, I think you need to see a doctor.",4
7184,Martial law.,4
7185,Please don't do this to me .,4
7186,I think they will also kill you with the press.,4
7187,We're not ? - Mm .,4
7188,"Oh , shit !",4
7189,Back to Righteous villa ? It's haunted !,4
7190,Uh-oh uh-oh ... Why did you take down the [LOCATION] Lace number ?,4
7191,"He's got a shotgun on you , [PERSON] .",4
7192,I was afraid [PERSON] might have stolen the suitcase .,4
7193,You run the risk of harming your children.,4
7194,Seems to me we're already in hot water.,4
7195,You've got to keep him off us .,4
7196,"Let's put this on your wrist . What is that ? Ok , this is a digital heart monitor .",4
7197,"Um , uh , push three ?",4
7198,This itself may have placed the entire country's safety in jeopardy .,4
7199,"[PERSON], if the runway isn't long enough...",4
7200,They saw everything .,4
7201,[PERSON] . I'm all shook up .,4
7202,"I hope that while we're waiting , another disaster doesn't occur .",4
7203,Ring the alarm !,4
7204,Watch your head .,4
7205,We don't know what we're dealing with .,4
7206,I'm just so scared .,4
7207,By the destruction of any nuclear weapons sent into space .,4
7208,"Mommy , I saw a ghost .",4
7209,"May is a great scientist, but she also has destructive tendencies.",4
7210,It's the chicken coop fox!,4
7211,Run before they cut you down.,4
7212,"I suppose when a fellow bucks up against a big organisation like that , one man by himself can't get very far .",4
7213,This is a risk we dare not ignore .,4
7214,I don't know what I may tell you .,4
7215,"The less the girl listens, the better.",4
7216,"What's going on , [PERSON] ?",4
7217,What would she do?,4
7218,They're looking all over for you .,4
7219,That smell of death .,4
7220,"No, I have stuff in my mouth!",4
7221,"You must go , go at once , before [PERSON] catches you here .",4
7222,"Ah, [NOBODY]! God !",4
7223,What happened to you ?,4
7224,"I don't have any combat training , I don't think ...",4
7225,Some days I wake up --,4
7226,I didn't mean to oversell .,4
7227,"There's nothing wrong with that I hope , sister ?",4
7228,They'd give me ten to twenty years !,4
7229,"What's the matter , [PERSON] ?",4
7230,It's one of the twins and not quite what you call it there.,4
7231,"If you bleed , you'll get an infection .",4
7232,Said it was ghastly .,4
7233,He could shoot you and say you tried to run .,4
7234,I'm afraid there is no coincidence here.,4
7235,There's a certain amount of hurry up involved here . My life is in danger . Three ten .,4
7236,I'm just a bit dizzy . Can you stay with me for a bit ?,4
7237,That's a stolen car .,4
7238,"The sword shed blood from the wound, and the king [PERSON] was sad.",4
7239,"Oh , [PERSON] , I'm frightened .",4
7240,Who is there ?,4
7241,I'm not doing this alone.,4
7242,He's the fox in the henhouse !,4
7243,What if they trace that call ?,4
7244,"It's a passion that continues to grow , ... The more the King is drowning .",4
7245,"You all right , [PERSON] ?",4
7246,Do you tell everyone what I think of them?,4
7247,I've been robbed .,4
7248,Waste that fucker !,4
7249,I ought to have a doctor .,4
7250,"Wh ... what do you want me to do , pa ? Git another girl ?",4
7251,I don't want to miss this flight . I have a special rate .,4
7252,It is not easy to do.,4
7253,He killed when he was born ... without knowing it.,4
7254,"Oh, my God, we thought they killed you.",4
7255,"No , he's different ! Please , Father , for me !",4
7256,You can't tell anybody .,4
7257,You make me feel uncomfortable.,4
7258,He's going to get us into trouble .,4
7259,Did I go too far ?,4
7260,The lady comes in sudden and she's got this gun .,4
7261,"Oh , I hope it's not serious .",4
7262,We're not winning this war .,4
7263,I injured my knee in the game.,4
7264,"The sun can kill some of us , like [PERSON] .",4
7265,"Around about midnight , the ghosts and banshees get together for nightly jamborees .",4
7266,"You're not gonna give him a chance , are you ?",4
7267,It seems to me that you are what my mother warned me about:,4
7268,I must warn the Soviets in the clearest possible terms that they risk pushing us to the edge of an armed confrontation with incalculable consequences for all of humanity.,4
7269,"Oh , shit .",4
7270,They look like giants .,4
7271,I would die if they sent me to jail.,4
7272,I smell blood .,4
7273,"Well , that's a dangerous thing to do .",4
7274,"I tell you , gentlemen , we have a problem on our hands .",4
7275,It is not like that .,4
7276,"Somebody help me , please .",4
7277,We're all gonna die .,4
7278,He was afraid to lose his job.,4
7279,I. . . I can't .,4
7280,I always feared dying in the gutter with a bellyful of booze .,4
7281,"How do you know we can trust her? She's had your fingers before, [PERSON].",4
7282,"Trubel , run !",4
7283,I think you will leave me if you don't do what you want.,4
7284,What do we do in case of an accident ?,4
7285,He kept expecting a bolt of lightning to come out of of the sky and strike him dead .,4
7286,"Not to come to [LOCATION] , at least not for a while .",4
7287,A vampire ...,4
7288,Maybe they heard something .,4
7289,This can get you in trouble.,4
7290,I ended up in the hospital .,4
7291,This isn't going to be as easy to get out of .,4
7292,"Get out, get out wherever you are ...",4
7293,Even if we die ?,4
7294,"Father , I've led such a sinful life .",4
7295,Don't forget the cannibals .,4
7296,Don't worry about these.,4
7297,And if we stayed alive!,4
7298,He'll keep us flying missions till we're all dead .,4
7299,That's terrible !,4
7300,"Mr. [PERSON] , you're playing with fire .",4
7301,"No , don't touch that !",4
7302,We will kill!,4
7303,I'm so afraid for you .,4
7304,It must be serious .,4
7305,I'm in an awful hurry .,4
7306,It's a cruel disease .,4
7307,Can't they find him ?,4
7308,I cannot accept the terms without the approval of my State Counselor for Foreign Affairs.,4
7309,"Twenty - four , maybe even twenty - five years .",4
7310,"You look a little off - colour , [PERSON] .",4
7311,Because you were frightened for the safety of yourselves and your unborn child ?,4
7312,If you don't hurry ...,4
