,sentence,emotion
10054,that ths could be the result of all  had commtted my lfe to thatths thscould couldbe bethe    all had hadcommtted commttedmy mylfe lfeto  thatthscould thscouldbe  be of all  allhad hadcommtted hadcommttedmy commttedmylfe mylfeto ,6
10055,you will lose your hair youwill willlose loseyour yourhair  youwilllose willloseyour loseyourhair ,6
10056,when an hour alone with you was an impossibility  anhour   withyou  wasan   hour an with you with an was ,6
10057,am  so strange to you  am so sostrange strangeto toyou you  amso sostrange sostrangeto strangetoyou toyou ,6
10058,sometimes  worse to stay than it is to run sometimes worse  tostay   itis  torun  sometimesworse  stay to it is it run ,6
10059,it made me mink about all of us being together again and how we used to be itmade mademe    allof ofus    againand andhow howwe  usedto tobe  itmademe made about all of allofus of together again and   how to usedtobe ,6
10060,so  gonna be  good night so gonna gonnabe be good goodnight  sogonna gonnabe gonnabe begood goodnight ,6
10061,fantasia is forgotten fantasiais isforgotten  fantasiaisforgotten ,6
10062,your opinion is tht this ws  stged rpe  youropinion opinionis istht thtthis thisws ws stged stgedrpe rpe  youropinionis opinionistht isthtthis thtthisws thisws wsstged stgedrpe stgedrpe ,6
10063,that was stupid and cruel thatwas wasstupid stupidand andcruel  thatwasstupid wasstupidand stupidandcruel ,6
10064, thnk ths s my last season thnk thnkths thss smy mylast lastseason  thnkths thnkthss thssmy smylast mylastseason ,6
10065,if you die your type will be extinct ifyou youdie dieyour yourtype typewill willbe beextinct  ifyoudie youdieyour dieyourtype yourtypewill typewillbe willbeextinct ,6
10066,sometimes staying is worse than running sometimesstaying stayingis isworse worsethan thanrunning  sometimesstayingis stayingisworse isworsethan worsethanrunning ,6
10067,my background is legal not medical my questions might be elementary         mightbe   is legal not medical my questions might be might ,6
10068, been through enough been beenthrough throughenough  beenthrough beenthroughenough ,6
10069,unfortunately he  find me unfortunatelyhe he find findme  unfortunatelyhe hefind findme ,6
10070,simply stated person it means that you have suffered damage to the brain   personit   thatyou youhave    tothe   person it person that you  you damage to the to ,6
10071,the trouble with me   not very good at looking ahead thetrouble troublewith withme me  not notvery verygood goodat    thetroublewith  withme me not notvery notverygood  good ahead ,6
10072,listen person listenperson  ,6
10073,we lost person go back  welost lostperson persongo goback back  welostperson lostpersongo persongoback goback ,6
10074,and we  know how to help her deal with it andwe we know knowhow howto tohelp helpher  dealwith withit  andwe weknow knowhow knowhowto  tohelpher help with  ,6
10075,you are wastng your tme wth me  am nothng youare arewastng wastngyour yourtme tmewth wthme me am amnothng  youarewastng arewastngyour wastngyourtme yourtmewth tmewthme wthme meam amnothng ,6
10076, saw the lttle grl was hurt saw sawthe thelttle lttlegrl grlwas washurt  sawthe sawthelttle thelttlegrl lttlegrlwas grlwashurt ,6
10077, horrible  horrible horrible  horrible ,6
10078,n order is  lonely job  not esy to mke decisions norder  is lonely  job not notesy esyto tomke mkedecisions  n  islonely   jobnot notesy notesyto esytomke tomkedecisions ,6
10079,you  like to see me enjoying myself you like liketo tosee seeme meenjoying enjoyingmyself  youlike liketo liketosee toseeme seemeenjoying meenjoyingmyself ,6
10080,completely out of our hands   accept that t's out of your hands  outof ofour  hands  accept acceptthat thatt's t'sout outof ofyour y  of outofour of  hands accept acceptthat acceptthatt's thatt'sout t'soutof outofyour ofy ,6
10081,in the end we would be msters of  wrecked nd hungry plnet inthe theend   wouldbe bemsters mstersof of wrecked wreckednd ndhungry hungryplnet   the would be wouldbemsters bemstersof mstersof ofwrecked wreckednd wreckedndhungry ndhungryplnet ,6
10082,  thnk anythng we can do would be of the slghtest use  thnk thnkanythng anythngwe wecan cando  wouldbe  ofthe theslghtest slghtestuse  thnk thnkanythng thnkanythngwe anythngwecan wecando can be would the oftheslghtest theslghtestuse ,6
10083,yes  never have guessed yes never neverhave haveguessed  yesnever neverhave neverhaveguessed ,6
10084, miss the complimentary beverage miss missthe thecomplimentary complimentarybeverage  missthe missthecomplimentary thecomplimentarybeverage ,6
10085,my return to consciousness ws  plunge into  new level of pin  returnto  consciousnessws ws plunge  into new   ofpin  to return ws consciousnessws wsplunge   intonew  of pin ,6
10086,my old friend not safe myold oldfriend friendnot notsafe  myoldfriend oldfriendnot friendnotsafe ,6
10087, crazy crazy  ,6
10088,well   know captan well  know knowcaptan  well know knowcaptan ,6
10089, can stll smell her aroma can canstll stllsmell smellher heraroma  canstll canstllsmell stllsmellher smellheraroma ,6
10090,well it was just an idea wellit itwas wasjust justan anidea  wellitwas itwasjust wasjustan justanidea ,6
10091, wsh  could share your confdence wsh wsh could couldshare shareyour yourconfdence  wsh wshcould couldshare couldshareyour shareyourconfdence ,6
10092, have all ths money and  have no clothes have  allths thsmoney moneyand and have haveno noclothes   ths allthsmoney thsmoneyand moneyand andhave haveno havenoclothes ,6
10093,but that is not true butthat thatis isnot nottrue  butthatis thatisnot isnottrue ,6
10094,they pay got that  theypay paygot gotthat that  theypaygot paygotthat gotthat ,6
10095,person insurance is worthless now personinsurance insuranceis isworthless worthlessnow  personinsuranceis insuranceisworthless isworthlessnow ,6
10096,well we are all sinners here wellwe weare areall allsinners sinnershere  wellweare weareall areallsinners allsinnershere ,6
10097,but  guilty but guilty  butguilty ,6
10098, be broken by dinner be bebroken brokenby bydinner  bebroken bebrokenby brokenbydinner ,6
10099,  help myself  help helpmyself  help helpmyself ,6
10100, really mssed you really reallymssed mssedyou  reallymssed reallymssedyou ,6
10101,let go all right letgo goall allright  letgoall goallright ,6
10102,you poor child youpoor poorchild  youpoorchild ,6
10103, wonder f 'll ever get the knack of t wonder wonderf f'll 'llever everget getthe   oft  wonderf wonderf'll f'llever 'lleverget  get of t ,6
10104, get so bored  could scream get getso sobored bored could couldscream  getso getsobored sobored boredcould couldscream ,6
10105,because it was my misery becauseit itwas wasmy mymisery  becauseitwas itwasmy wasmymisery ,6
10106,location laughed at my theory locationlaughed laughedat atmy mytheory  locationlaughedat laughedatmy atmytheory ,6
10107, dying dying  ,6
10108, been enough bloodshed already been beenenough enoughbloodshed bloodshedalready  beenenough beenenoughbloodshed enoughbloodshedalready ,6
10109,my hert behved like  fool myhert hertbehved behvedlike like fool  myhertbehved hertbehvedlike behvedlike likefool ,6
10110,the helicopter was destroyed and the pilot is dead thehelicopter  wasdestroyed  andthe   isdead  the destroyed was the and is dead ,6
10111,why do you want to die grandfather  whydo doyou youwant wantto todie diegrandfather grandfather  whydoyou doyouwant youwantto wanttodie todiegrandfather diegrandfather ,6
10112,look you  dwell on what you hoped was gonna happen with person  you dwell  onwhat whatyou   wasgonna gonnahappen  withperson   youdwell  what onwhatyou what was gonna  gonna person ,6
10113,  trust hm  trust trusthm  trust trusthm ,6
10114,if you had four fours you would have won ifyou youhad    youwould wouldhave havewon   you fours you would youwouldhave  ,6
10115,well   thnk  can do much sr but well  thnk thnk can cando domuch muchsr srbut  well thnk thnk thnkcan cando candomuch domuchsr muchsrbut ,6
10116,whtever  ws tht ws  long tme go whtever ws wstht thtws ws long longtme tmego  whteverws wstht wsthtws thtws wslong longtme longtmego ,6
10117,you mean you  love her  youmean meanyou you love loveher her  youmeanyou meanyou youlove loveher loveher ,6
10118, guess 'm just exhausted guess guess'm 'mjust justexhausted  guess'm guess'mjust 'mjustexhausted ,6
10119,because  am certan that n hs thoughts he s completely alone because am amcertan certanthat thatn nhs hsthoughts thoughtshe hes scompletely   becauseam amcertan amcertanthat certanthatn thatnhs nhsthoughts hsthoughtshe thoughtshes hescompletely s ,6
10120, sorry to hear about your little loss sorry sorryto tohear hearabout aboutyour yourlittle littleloss  sorryto sorrytohear tohearabout hearaboutyour aboutyourlittle yourlittleloss ,6
10121,we must have missed him wemust musthave havemissed missedhim  wemusthave musthavemissed havemissedhim ,6
10122,person  not interested in this of course  not person not notinterested interestedin inthis thisof ofcourse course not  personnot notinterested notinterestedin    ofcourse coursenot ,6
10123, hardly know her  found t lke ths and brought t here hardly   her found foundt tlke lkeths thsand  broughtt there   her  herfound foundt foundtlke tlkeths lkethsand ths t broughtthere ,6
10124,sorry sister sorrysister  ,6
10125,we  just leave him here we just justleave leavehim himhere  wejust justleave justleavehim leavehimhere ,6
10126,almost  ,6
10127,he had to say goodbye to one of us and  too bad hehad hadto tosay saygoodbye   oneof ofus usand and too toobad  hehadto  tosaygoodbye say one of oneofus  usand andtoo toobad ,6
10128,and he was so sorry for locking me up andhe hewas wasso sosorry sorryfor forlocking lockingme meup  andhewas       ,6
10129, guess  all tryng to prove somethng to ourselves guess guess all alltryng tryngto  provesomethng somethngto   guess guessall alltryng alltryngto tryng somethng provesomethngto somethng ,6
10130,we cannot live with lies wecannot cannotlive livewith withlies  wecannotlive cannotlivewith livewithlies ,6
10131, have to spend half of my lfe watng for these watches to open have haveto    ofmy mylfe lfewatng watngfor    toopen  haveto have half of my ofmylfe mylfewatng lfewatngfor watng watches to open ,6
10132,an animal had bitten off its foot to escape the trap ananimal       toescape    an bitten off its foot to escape to trap ,6
10133,she is dying sheis isdying  sheisdying ,6
10134, wanted locaton but   countng on t wanted wantedlocaton locatonbut but  countng countngon ont  wantedlocaton wantedlocatonbut locatonbut but countng countngon countngont ,6
10135,all  heard was foul language all heard heardwas wasfoul foullanguage  allheard heardwas heardwasfoul wasfoullanguage ,6
10136,the movng fnger hd lredy  nd moved on nd nothng  could do would hve  hlf  lne nor would my ters wsh out  word of t themovng movngfnger fngerhd hdlredy lredy nd ndmoved  onnd ndnothng nothng could coulddo  wouldhve hve hlf hlf lne lnenor   myters terswsh wshout out word  oft  themovngfnger movngfngerhd fngerhdlredy hdlredy lredynd ndmoved nd nd onndnothng ndnothng nothngcould coulddo could hve wouldhve hvehlf hlf hlflne lnenor lne my ters myterswsh terswshout wshout outword  t ,6
10137, ddn't want you to be hungry ddn't ddn'twant wantyou youto tobe behungry  ddn'twant ddn'twantyou wantyouto youtobe tobehungry ,6
10138, keep this  perfect  nd somedy this bitter che shll pss my sweet keep keepthis this perfect perfect nd ndsomedy somedythis  bitterche cheshll shllpss pssmy   keepthis keepthis thisperfect perfect perfectnd ndsomedy ndsomedythis somedy che bittercheshll cheshllpss shllpssmy pss ,6
10139, just no use trying just justno nouse usetrying  justno justnouse nousetrying ,6
10140,but you hve to mke  chnge to your life put in some effort butyou youhve hveto tomke mke chnge chngeto toyour yourlife  putin    butyouhve youhveto hvetomke tomke mkechnge chngeto chngetoyour  your in put effort ,6
10141,but   care about any of that now but  care careabout aboutany anyof ofthat thatnow  but care careabout careaboutany aboutanyof anyofthat ofthatnow ,6
10142, so remote  thought  would be safe there  fgured no one could fnd me so  remote thought thought would wouldbe besafe  there fgured fguredno noone  couldfnd fndme    remotethought thought thoughtwould wouldbe  be  therefgured fguredno fgurednoone no fnd couldfndme ,6
10143, just you know that sometimes well  not wanted just  youknow knowthat   well not    know youknowthat know well  wellnot  ,6
10144,you  care about me you care careabout aboutme  youcare careabout careaboutme ,6
10145,  lke to  lke lketo  lke lketo ,6
10146, leaving you darling leaving leavingyou youdarling  leavingyou leavingyoudarling ,6
10147,you have to go on the road and  have to go through what 'm gong through youhave haveto togo goon  theroad  and have haveto togo gothrough  what'm 'mgong gongthrough  youhaveto havetogo  go road the  andhave haveto havetogo  go 'm what'mgong 'mgongthrough ,6
10148,why did you choose chipping  there is  convent  whydid didyou   chipping there thereis is convent convent  whydidyou did chipping  chippingthere thereis thereis isconvent convent ,6
